id,url,FsF_A1_01M_1_earned,FsF_A1_01M_earned,FsF_A1_02MD_1_earned,FsF_A1_02MD_2_earned,FsF_A1_02MD_earned,FsF_A1_1_01MD_1_earned,FsF_A1_1_01MD_2_earned,FsF_A1_1_01MD_earned,FsF_A1_2_01MD_1_earned,FsF_A1_2_01MD_2_earned,FsF_A1_2_01MD_earned,FsF_F1_01MD_1_earned,FsF_F1_01MD_2_earned,FsF_F1_01MD_earned,FsF_F1_02MD_1_earned,FsF_F1_02MD_2_earned,FsF_F1_02MD_4_earned,FsF_F1_02MD_5_earned,FsF_F1_02MD_earned,FsF_F2_01M_2_earned,FsF_F2_01M_3_earned,FsF_F2_01M_earned,FsF_F3_01M_2_earned,FsF_F3_01M_earned,FsF_F4_01M_1_earned,FsF_F4_01M_earned,FsF_I1_01M_1_earned,FsF_I1_01M_2_earned,FsF_I1_01M_earned,FsF_I2_01M_2_earned,FsF_I2_01M_earned,FsF_I3_01M_1_earned,FsF_I3_01M_2_earned,FsF_I3_01M_earned,FsF_R1_01M_1_earned,FsF_R1_01M_2_earned,FsF_R1_01M_3_earned,FsF_R1_01M_earned,FsF_R1_1_01M_1_earned,FsF_R1_1_01M_earned,FsF_R1_2_01M_1_earned,FsF_R1_2_01M_2_earned,FsF_R1_2_01M_earned,FsF_R1_3_01M_1_earned,FsF_R1_3_01M_3_earned,FsF_R1_3_01M_earned,FsF_R1_3_02D_1_earned,FsF_R1_3_02D_earned,score_earned_A,score_earned_A1,score_earned_A1_1,score_earned_A1_2,score_earned_F,score_earned_F1,score_earned_F2,score_earned_F3,score_earned_F4,score_earned_FAIR,score_earned_I,score_earned_I1,score_earned_I2,score_earned_I3,score_earned_R,score_earned_R1,score_earned_R1_1,score_earned_R1_2,score_earned_R1_3
rkb-explorer-unlocode,https://lod-cloud.net/dataset/rkb-explorer-unlocode,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
data-incubator-our-airports,https://lod-cloud.net/dataset/data-incubator-our-airports,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bpr,https://lod-cloud.net/dataset/bpr,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
l3s-dblp,https://lod-cloud.net/dataset/l3s-dblp,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
geospatialworld-net,https://lod-cloud.net/dataset/geospatialworld-net,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
opendataec,https://lod-cloud.net/dataset/opendataec,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
vivo-scripps-research-institute,https://lod-cloud.net/dataset/vivo-scripps-research-institute,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
calames,https://lod-cloud.net/dataset/calames,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
oreilly,https://lod-cloud.net/dataset/oreilly,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
yso-fi-ysa,https://lod-cloud.net/dataset/yso-fi-ysa,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
yso-fi-allars,https://lod-cloud.net/dataset/yso-fi-allars,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
rkb-explorer-fun,https://lod-cloud.net/dataset/rkb-explorer-fun,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
biblioteca-nacional-escolar-bnescolar,https://lod-cloud.net/dataset/biblioteca-nacional-escolar-bnescolar,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
vivo-wustl,https://lod-cloud.net/dataset/vivo-wustl,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
rainis-and-aspazija-linked-digital-collection,https://lod-cloud.net/dataset/rainis-and-aspazija-linked-digital-collection,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
thesaurus-w,https://lod-cloud.net/dataset/thesaurus-w,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
yso,https://lod-cloud.net/dataset/yso,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
ysa,https://lod-cloud.net/dataset/ysa,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
verrijktkoninkrijk,https://lod-cloud.net/dataset/verrijktkoninkrijk,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
data-hnm-hu,https://lod-cloud.net/dataset/data-hnm-hu,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
BibSonomy,https://lod-cloud.net/dataset/BibSonomy,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
radatana,https://lod-cloud.net/dataset/radatana,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
national-library-of-greece-authority-records,https://lod-cloud.net/dataset/national-library-of-greece-authority-records,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
scholarometer,https://lod-cloud.net/dataset/scholarometer,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
linked-periodicals,https://lod-cloud.net/dataset/linked-periodicals,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
thesesfr,https://lod-cloud.net/dataset/thesesfr,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
wordlift-io-blog-en,https://lod-cloud.net/dataset/wordlift-io-blog-en,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
swedish-open-cultural-heritage,https://lod-cloud.net/dataset/swedish-open-cultural-heritage,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
vivo-university-of-florida,https://lod-cloud.net/dataset/vivo-university-of-florida,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
lista-encabezamientos-materia,https://lod-cloud.net/dataset/lista-encabezamientos-materia,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
morelab,https://lod-cloud.net/dataset/morelab,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
eprints-harvest-rkbexplorer,https://lod-cloud.net/dataset/eprints-harvest-rkbexplorer,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
msc,https://lod-cloud.net/dataset/msc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
sztaki-lod,https://lod-cloud.net/dataset/sztaki-lod,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
jita,https://lod-cloud.net/dataset/jita,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
italian-public-schools-linkedopendata-it,https://lod-cloud.net/dataset/italian-public-schools-linkedopendata-it,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
rkb-explorer-gdlc,https://lod-cloud.net/dataset/rkb-explorer-gdlc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
deutsche-nationalbibliografie-dnb,https://lod-cloud.net/dataset/deutsche-nationalbibliografie-dnb,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
agris,https://lod-cloud.net/dataset/agris,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bibbase,https://lod-cloud.net/dataset/bibbase,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
the-european-library-open-dataset,https://lod-cloud.net/dataset/the-european-library-open-dataset,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
lcsubjects,https://lod-cloud.net/dataset/lcsubjects,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
stitch-rameau,https://lod-cloud.net/dataset/stitch-rameau,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
nvd,https://lod-cloud.net/dataset/nvd,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
tharawat-magazine-com,https://lod-cloud.net/dataset/tharawat-magazine-com,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
vivo-indiana-university,https://lod-cloud.net/dataset/vivo-indiana-university,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
rkb-explorer-kaunas,https://lod-cloud.net/dataset/rkb-explorer-kaunas,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
vivo2doi,https://lod-cloud.net/dataset/vivo2doi,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
rkb-explorer-photos,https://lod-cloud.net/dataset/rkb-explorer-photos,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
ntnusc,https://lod-cloud.net/dataset/ntnusc,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
princeton-library-findingaids,https://lod-cloud.net/dataset/princeton-library-findingaids,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
rkb-explorer-os,https://lod-cloud.net/dataset/rkb-explorer-os,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
bncf-ns,https://lod-cloud.net/dataset/bncf-ns,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
psh-subject-headings,https://lod-cloud.net/dataset/psh-subject-headings,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
twc-ieeevis,https://lod-cloud.net/dataset/twc-ieeevis,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
springernaturescigraph,https://lod-cloud.net/dataset/springernaturescigraph,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
datos-artium-org,https://lod-cloud.net/dataset/datos-artium-org,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
dev8d,https://lod-cloud.net/dataset/dev8d,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
personal-homepages,https://lod-cloud.net/dataset/personal-homepages,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
dbpedia,https://lod-cloud.net/dataset/dbpedia,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
debian-package-tracking-system,https://lod-cloud.net/dataset/debian-package-tracking-system,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
lod2-project-wiki,https://lod-cloud.net/dataset/lod2-project-wiki,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
nhs-jargon,https://lod-cloud.net/dataset/nhs-jargon,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
statusnet-1w6-org,https://lod-cloud.net/dataset/statusnet-1w6-org,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-bka-li,https://lod-cloud.net/dataset/statusnet-bka-li,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-chickenkiller-com,https://lod-cloud.net/dataset/statusnet-chickenkiller-com,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-chromic-org,https://lod-cloud.net/dataset/statusnet-chromic-org,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-davidhaberthuer-ch,https://lod-cloud.net/dataset/statusnet-davidhaberthuer-ch,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-fcac-com,https://lod-cloud.net/dataset/statusnet-fcac-com,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-fragdev-com,https://lod-cloud.net/dataset/statusnet-fragdev-com,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-freelish-us,https://lod-cloud.net/dataset/statusnet-freelish-us,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-gegeweb-org,https://lod-cloud.net/dataset/statusnet-gegeweb-org,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-gomertronic-com,https://lod-cloud.net/dataset/statusnet-gomertronic-com,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,1,1,1,0,0,0,10.0,4,2,2,0,2,1,0,0,1
statusnet-jonkman-ca,https://lod-cloud.net/dataset/statusnet-jonkman-ca,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-linuxwrangling-com,https://lod-cloud.net/dataset/statusnet-linuxwrangling-com,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
statusnet-lydiastench-com,https://lod-cloud.net/dataset/statusnet-lydiastench-com,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,3.0,0,0,0,0,0,0,0,0,0
